Country,State,Year,Emission,Manufacturing_GDP,Combined_Emissions_Cluster,Fossil_CO2_Cluster,CH4_AR5_Cluster,N2O_AR5_Cluster,FGases_AR5_Cluster
United States,Maine,2018,3352.783461122309,23218.2,2.0,1.0,0.0,0.0,1.0
United States,Maine,2019,3295.5483236835903,24252.0,2.0,1.0,0.0,0.0,1.0
United States,Maine,2020,3640.504740383258,24606.4,2.0,1.0,0.0,0.0,1.0
United States,Maine,2021,4027.637263114477,26522.1,2.0,1.0,0.0,0.0,1.0
United States,Maine,2022,4091.809369464335,26574.3,2.0,1.0,0.0,0.0,1.0
United States,Maine,2023,4084.2941026311937,6509.5,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2005,10437.363702346847,63732.7,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2006,10161.629861752735,68332.2,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2007,10483.212882483993,73736.0,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2008,9840.194741723257,76364.7,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2009,8842.648294976083,77875.5,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2010,9124.382054407026,82753.1,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2011,9393.36766244631,81216.5,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2012,9310.05374431943,72818.9,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2013,9606.545936751749,77072.1,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2014,9745.663446518169,76295.4,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2015,9839.604679132708,76214.3,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2016,9605.442602795029,81500.4,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2017,9419.393899167862,83289.9,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2018,9720.82001911984,86396.9,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2019,9877.033165352665,90675.9,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2020,9639.997997328504,90857.1,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2021,10336.085537513223,92920.0,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2022,10623.725948737792,92436.4,2.0,1.0,0.0,0.0,1.0
United States,Maryland,2023,10767.589049556344,22963.7,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2005,7384.280645995624,142755.0,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2006,7276.752114083096,157465.0,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2007,7289.390290054403,178965.9,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2008,6973.256606012094,172726.1,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2009,6623.8697481824,163385.3,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2010,6736.59330324093,183474.1,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2011,6910.591680397842,184867.8,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2012,6858.960174891068,186709.5,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2013,6838.390697973393,184821.2,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2014,6918.388085121624,192952.1,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2015,6870.97133148247,197789.6,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2016,6967.284937258039,194446.0,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2017,6830.870193768806,193372.5,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2018,6956.251211727034,207075.4,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2019,7023.2068726543,202414.9,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2020,7010.444820072894,196806.5,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2021,7422.946982775727,206308.9,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2022,7468.360599469238,201290.4,2.0,1.0,0.0,0.0,1.0
United States,Massachusetts,2023,7390.074621322028,49399.6,2.0,1.0,0.0,0.0,1.0
United States,Michigan,2005,34618.61657862268,330702.7,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2006,35061.13189547426,330273.4,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2007,34533.19072115454,345568.4,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2008,33448.724671810814,297427.8,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2009,28053.5116880772,214962.5,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2010,30775.57413236322,275130.2,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2011,31174.08365097313,302825.2,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2012,31047.65073044392,313295.4,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2013,30796.05597454352,333142.2,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2014,31235.06360964114,332102.3,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2015,30358.148458576088,330640.5,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2016,29601.56244856782,336650.8,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2017,29376.939388453586,343324.8,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2018,30199.519535975134,352582.9,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2019,30300.45983533044,346041.5,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2020,29030.99528964904,326909.9,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2021,28330.53054682312,381810.3,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2022,28731.8812867961,391071.2,2.0,0.0,0.0,0.0,0.0
United States,Michigan,2023,28750.75526159664,96166.6,2.0,0.0,0.0,0.0,0.0
United States,Minnesota,2005,18206.94385927703,156302.1,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2006,18240.33962422605,159098.8,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2007,18032.09022376519,154951.3,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2008,17532.17979492476,163080.8,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2009,16581.19109108625,153706.2,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2010,17023.49221751057,161614.59999999998,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2011,16143.41201576502,169919.9,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2012,15917.72202156299,170044.0,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2013,16067.60046751583,176851.6,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2014,16203.70280528015,189039.0,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2015,16019.75772510315,188995.0,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2016,16226.82265870792,189561.2,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2017,15940.242732355591,187493.3,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2018,16310.91551889408,196282.0,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2019,16262.03566828905,192338.9,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2020,16367.81750738881,182095.5,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2021,17185.703595661398,196625.9,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2022,17372.94009718789,195552.0,2.0,1.0,0.0,0.0,1.0
United States,Minnesota,2023,17465.030746290548,48449.5,2.0,1.0,0.0,0.0,1.0
United States,Mississippi,2005,68662.8203160291,62343.6,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2006,69143.5029655037,68901.4,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2007,69915.6926743387,70600.7,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2008,66412.2612082383,69681.0,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2009,56239.3404129279,60000.6,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2010,62379.9059306315,61640.6,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2011,58227.9497969634,61358.2,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2012,59172.3069636462,65893.1,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2013,59296.2700127076,60617.0,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2014,62613.0433701199,63070.4,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2015,62141.8034631836,62781.4,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2016,61777.1132670968,64177.9,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2017,61330.1258245637,65062.4,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2018,62174.0162765482,63523.5,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2019,62222.8181143972,63922.8,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2020,60519.913469444,63592.4,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2021,62249.0072573264,69838.1,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2022,64431.4759363304,70879.7,0.0,2.0,0.0,2.0,1.0
United States,Mississippi,2023,64174.5217544109,17387.6,0.0,2.0,0.0,2.0,1.0
United States,Missouri,2005,18106.09911265595,149635.3,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2006,18018.30709971921,148586.9,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2007,18116.7262330269,148569.3,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2008,17415.17628093182,145472.9,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2009,15809.43707136194,125774.8,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2010,16356.71853969116,134525.6,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2011,16813.41266166733,130247.9,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2012,17021.15100198842,139822.0,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2013,17130.74066498143,139706.8,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2014,17366.22188707294,140358.5,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2015,17115.392902014442,144305.5,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2016,17004.798758734338,134571.40000000002,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2017,16692.214319997198,135046.2,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2018,17213.91430628229,132578.8,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2019,17475.75823473556,140155.1,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2020,16989.45419285201,135342.5,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2021,17819.23747712343,145738.1,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2022,18008.45941532469,151881.4,2.0,1.0,0.0,2.0,1.0
United States,Missouri,2023,17961.665827221128,38096.3,2.0,1.0,0.0,2.0,1.0
United States,Montana,2005,15197.99847628009,11253.7,2.0,1.0,3.0,0.0,1.0
United States,Montana,2006,15398.943447058777,11642.0,2.0,1.0,3.0,0.0,1.0
United States,Montana,2007,15210.459203894212,14290.3,2.0,1.0,3.0,0.0,1.0
United States,Montana,2008,15173.459781803283,11655.1,2.0,1.0,3.0,0.0,1.0
United States,Montana,2009,13509.911168203282,9022.4,2.0,1.0,3.0,0.0,1.0
United States,Montana,2010,13115.006084373004,10110.7,2.0,1.0,3.0,0.0,1.0
United States,Montana,2011,13726.439310319302,11067.2,2.0,1.0,3.0,0.0,1.0
United States,Montana,2012,13262.86514749204,10471.5,2.0,1.0,3.0,0.0,1.0
United States,Montana,2013,11655.011708625862,11094.0,2.0,1.0,3.0,0.0,1.0
United States,Montana,2014,11059.925949306722,12882.8,2.0,1.0,3.0,0.0,1.0
United States,Montana,2015,10712.971391041678,14749.1,2.0,1.0,3.0,0.0,1.0
United States,Montana,2016,8972.407139938137,12099.6,2.0,1.0,3.0,0.0,1.0
United States,Montana,2017,8827.296294050788,16680.3,2.0,1.0,3.0,0.0,1.0
United States,Montana,2018,10008.836122006547,16500.2,2.0,1.0,3.0,0.0,1.0
United States,Montana,2019,10279.99583460397,13383.9,2.0,1.0,3.0,0.0,1.0
United States,Montana,2020,8833.854108794505,11142.6,2.0,1.0,3.0,0.0,1.0
United States,Montana,2021,9066.242341877462,12695.5,2.0,1.0,3.0,0.0,1.0
United States,Montana,2022,10143.577648658378,13122.4,2.0,1.0,3.0,0.0,1.0
United States,Montana,2023,9367.027971382437,3264.7,2.0,1.0,3.0,0.0,1.0
United States,Nebraska,2005,7855.91197028173,38365.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2006,7832.605387171259,44172.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2007,7860.25665026292,42955.2,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2008,7647.2697656028095,45563.600000000006,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2009,6991.65620102213,42363.7,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2010,7434.44126976184,45974.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2011,7479.96505139781,50841.2,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2012,7447.198635094201,51109.1,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2013,7590.66305043841,51782.7,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2014,7696.92862021195,49454.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2015,7611.04366792421,45845.4,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2016,7688.70402478952,44149.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2017,7629.59524755384,43830.5,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2018,7869.52293910162,49086.6,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2019,7906.33498014835,52155.3,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2020,7797.65526815869,52875.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2021,8057.71705973493,57842.0,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2022,8108.73813887093,58013.9,2.0,1.0,0.0,0.0,1.0
United States,Nebraska,2023,8119.2213900374,14436.9,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2005,4949.5757363167495,21632.0,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2006,4885.87817829873,22415.2,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2007,4934.28059912927,26179.6,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2008,5055.42853164821,26382.1,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2009,4775.9186704085005,22295.9,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2010,4883.04491700006,21277.2,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2011,5453.97910219906,21811.0,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2012,5497.47965117629,24173.3,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2013,5735.16298617578,24562.0,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2014,5700.23385166398,24234.9,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2015,5692.9457461757,22646.7,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2016,5700.22833090172,23379.9,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2017,5423.4519881609,25925.0,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2018,5792.28133908497,29292.2,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2019,5945.862478859601,30302.2,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2020,5772.44676448064,29695.4,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2021,6099.78415773967,33761.3,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2022,6148.09471527991,35403.1,2.0,1.0,0.0,0.0,1.0
United States,Nevada,2023,6248.04320865741,8954.3,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2005,1733.845428792254,24963.4,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2006,1715.776371323521,27579.6,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2007,1715.774851859204,28757.0,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2008,1674.958613206976,27383.1,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2009,1592.899658821669,25953.2,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2010,1620.5931448591232,28607.2,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2011,1667.206864654131,29943.7,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2012,1653.194989706281,29128.8,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2013,1673.839787335119,31635.4,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2014,1689.814677486902,29186.8,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2015,1679.733913376616,32786.8,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2016,1699.568054767023,34301.5,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2017,1663.1355239667068,32528.8,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2018,1711.753047285909,35341.2,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2019,1728.534465797629,35452.1,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2020,1724.06554256162,34962.7,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2021,1825.488999219713,36823.2,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2022,1837.538293656831,39020.3,2.0,1.0,0.0,0.0,1.0
United States,New Hampshire,2023,1846.560392042884,9703.4,2.0,1.0,0.0,0.0,1.0
United States,New Jersey,2005,19131.940548684528,218166.4,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2006,19220.99058663561,228490.4,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2007,19089.97909609433,235829.2,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2008,18531.96381824952,249244.7,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2009,17523.6863207762,202270.4,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2010,17895.41740320637,208962.2,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2011,16839.33382836265,186627.5,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2012,16817.4061208286,174108.1,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2013,17024.28335415852,174098.2,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2014,17208.91518421544,182008.3,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2015,16987.72492336186,176010.4,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2016,17352.07599858024,192659.7,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2017,17098.80174067441,185072.2,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2018,17482.48894581824,206838.1,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2019,17570.22433447003,215577.3,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2020,17182.177236541902,210784.9,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2021,18039.97247596393,213055.3,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2022,18198.84357826372,208804.1,2.0,1.0,0.0,0.0,0.0
United States,New Jersey,2023,18250.05915011667,52036.2,2.0,1.0,0.0,0.0,0.0
United States,New Mexico,2005,16018.119413150584,23248.6,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2006,16976.714440313448,21906.2,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2007,17105.7951649544,18586.1,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2008,17404.07016551659,13882.9,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2009,16647.49669646163,20147.2,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2010,16841.13219576173,17902.5,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2011,17707.486853109025,15380.6,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2012,17838.2821171145,15081.0,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2013,26227.55228995178,13277.7,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2014,27843.17835464748,14814.8,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2015,33274.185691248094,16601.7,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2016,31376.99149940228,16281.9,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2017,24325.294390442723,15765.9,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2018,30952.29568980372,15932.0,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2019,31836.775294747997,17938.2,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2020,31753.72800863129,16363.7,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2021,34912.236739745065,16536.8,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2022,35142.292942259875,16975.1,2.0,1.0,2.0,0.0,1.0
United States,New Mexico,2023,37631.15138450184,4257.7,2.0,1.0,2.0,0.0,1.0
United States,New York,2005,22507.96045737807,290730.4,2.0,1.0,0.0,0.0,0.0
United States,New York,2006,22348.10997082437,309629.9,2.0,1.0,0.0,0.0,0.0
United States,New York,2007,22365.01893667714,308301.2,2.0,1.0,0.0,0.0,0.0
United States,New York,2008,21320.07438671724,295575.3,2.0,1.0,0.0,0.0,0.0
United States,New York,2009,19485.14522034042,285016.5,2.0,1.0,0.0,0.0,0.0
United States,New York,2010,19960.49779139678,291662.7,2.0,1.0,0.0,0.0,0.0
United States,New York,2011,20370.62531481579,267389.5,2.0,1.0,0.0,0.0,0.0
United States,New York,2012,20490.49571241055,256409.1,2.0,1.0,0.0,0.0,0.0
United States,New York,2013,20429.79738326156,256465.3,2.0,1.0,0.0,0.0,0.0
United States,New York,2014,20765.59667459428,261575.4,2.0,1.0,0.0,0.0,0.0
United States,New York,2015,20448.877760359628,269769.6,2.0,1.0,0.0,0.0,0.0
United States,New York,2016,20329.19054847107,262454.6,2.0,1.0,0.0,0.0,0.0
United States,New York,2017,20019.07172795866,262156.4,2.0,1.0,0.0,0.0,0.0
United States,New York,2018,20325.083192603608,256284.5,2.0,1.0,0.0,0.0,0.0
United States,New York,2019,20613.21090509306,275134.5,2.0,1.0,0.0,0.0,0.0
United States,New York,2020,20283.612852983388,250150.5,2.0,1.0,0.0,0.0,0.0
United States,New York,2021,21371.756312555088,263969.0,2.0,1.0,0.0,0.0,0.0
United States,New York,2022,21525.80576369361,262865.7,2.0,1.0,0.0,0.0,0.0
United States,New York,2023,21273.11641044747,64226.8,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2005,19181.06852930408,324010.7,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2006,18929.390314097956,387042.4,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2007,18909.90694544176,398877.6,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2008,18479.38197400651,379309.2,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2009,17080.97372346782,362905.7,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2010,17735.95798966773,365470.4,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2011,18100.7393998027,367203.3,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2012,17951.30563615137,337817.8,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2013,18106.32874368042,362186.5,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2014,18175.34200878243,350903.1,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2015,17932.58301550293,362808.5,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2016,17943.18062997524,353423.4,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2017,17470.28553220544,347500.5,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2018,18004.47954163489,348785.6,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2019,18062.28875141485,347319.1,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2020,18220.32051405207,336156.5,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2021,19382.02713434828,354884.1,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2022,19473.71207890355,343844.5,2.0,1.0,0.0,0.0,0.0
United States,North Carolina,2023,19771.70807237432,84441.8,2.0,1.0,0.0,0.0,0.0
United States,North Dakota,2005,111922.2563502675,10955.0,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2006,115744.4776698771,11851.3,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2007,118491.52407203102,12200.3,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2008,122802.52178732988,13463.6,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2009,118704.94302005666,10844.4,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2010,127182.1275798714,10770.5,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2011,132734.41619365275,11466.3,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2012,135141.82067811853,12998.4,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2013,115810.68437386044,13320.3,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2014,119708.10511992032,13989.0,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2015,110841.09934528611,14093.4,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2016,97690.75702529744,12675.6,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2017,119825.6570038832,12976.6,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2018,143944.85967125488,12982.6,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2019,145544.45361442195,14005.5,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2020,127003.6587892595,14003.9,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2021,128709.8879504606,15368.2,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2022,99654.5092538431,15251.8,0.0,0.0,1.0,1.0,1.0
United States,North Dakota,2023,92297.5469695648,3800.6,0.0,0.0,1.0,1.0,1.0
United States,Ohio,2005,48082.71100505661,431701.3,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2006,49071.55388250901,436794.0,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2007,48193.31759593339,434441.0,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2008,47396.74574676925,403012.5,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2009,40224.181862837686,331615.9,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2010,44594.14265936084,356865.4,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2011,44176.818956817966,381892.4,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2012,43627.00089274294,368231.5,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2013,44463.39063860056,377947.5,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2014,44511.11283935427,415347.0,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2015,43747.37061322751,400141.9,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2016,42126.94723031916,399887.6,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2017,41025.2872407919,407606.9,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2018,43305.59429216347,409260.9,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2019,42827.01336308581,414989.2,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2020,41205.696006719954,389637.8,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2021,43238.82747128928,418635.8,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2022,42824.01834498068,422626.1,0.0,0.0,3.0,0.0,0.0
United States,Ohio,2023,42558.3299859364,104263.8,0.0,0.0,3.0,0.0,0.0
United States,Oklahoma,2005,36836.1328554894,66142.9,2.0,0.0,3.0,1.0,1.0
United States,Oklahoma,2006,35607.2942663426,75655.6,2.0,0.0,3.0,1.0,1.0
