Country,State,Year,Emission
United States,South Carolina,2007,16244.270372919
United States,South Carolina,2008,15797.02707171783
United States,South Carolina,2009,13837.52547281726
United States,South Carolina,2010,14983.64186665079
United States,South Carolina,2011,14870.19671372481
United States,South Carolina,2012,14572.222105439969
United States,South Carolina,2013,14641.79368349482
United States,South Carolina,2014,14720.08606730488
United States,South Carolina,2015,14306.78973486443
United States,South Carolina,2016,14287.801177998139
United States,South Carolina,2017,14057.31290649083
United States,South Carolina,2018,14566.1537049059
United States,South Carolina,2019,14446.06423020172
United States,South Carolina,2020,14540.74561335434
United States,South Carolina,2021,15136.6620712416
United States,South Carolina,2022,15084.05702001147
United States,South Carolina,2023,15161.023068979239
United States,South Dakota,1990,2433.216548873826
United States,South Dakota,1991,2323.552763293691
United States,South Dakota,1992,2366.474255464028
United States,South Dakota,1993,2540.840544143678
United States,South Dakota,1994,2598.858521371843
United States,South Dakota,1995,2085.010692249364
United States,South Dakota,1996,2145.2137113890512
United States,South Dakota,1997,2334.3800044299287
United States,South Dakota,1998,2469.603621763272
United States,South Dakota,1999,2409.700807120675
United States,South Dakota,2000,2359.501531801807
United States,South Dakota,2001,2334.610825624416
United States,South Dakota,2002,2577.47309699375
United States,South Dakota,2003,2577.86439511415
United States,South Dakota,2004,2613.036359136522
United States,South Dakota,2005,2543.7676025075502
United States,South Dakota,2006,2544.890922324352
United States,South Dakota,2007,2545.057876675938
United States,South Dakota,2008,2558.798860470764
United States,South Dakota,2009,2445.569947462036
United States,South Dakota,2010,2477.55060548957
United States,South Dakota,2011,2597.901592211445
United States,South Dakota,2012,2590.672201533614
United States,South Dakota,2013,2689.487445781629
United States,South Dakota,2014,2708.508021994077
United States,South Dakota,2015,2700.6785356770392
United States,South Dakota,2016,2725.8413451500473
United States,South Dakota,2017,2674.338618798851
United States,South Dakota,2018,2817.684281866321
United States,South Dakota,2019,2848.738263599188
United States,South Dakota,2020,2816.812842616822
United States,South Dakota,2021,2964.099429284835
United States,South Dakota,2022,3008.074129314386
United States,South Dakota,2023,3067.393304922308
United States,Tennessee,1990,19196.93705287232
United States,Tennessee,1991,18279.91553972252
United States,Tennessee,1992,18195.95965284095
United States,Tennessee,1993,18958.52436589308
United States,Tennessee,1994,19204.03347324086
United States,Tennessee,1995,17509.98167117886
United States,Tennessee,1996,17916.73494526439
United States,Tennessee,1997,18898.34951879184
United States,Tennessee,1998,19458.21309543826
United States,Tennessee,1999,19480.72202578083
United States,Tennessee,2000,20515.46287563509
United States,Tennessee,2001,19256.94152721738
United States,Tennessee,2002,19800.842664032272
United States,Tennessee,2003,19514.28009703022
United States,Tennessee,2004,19841.48641159803
United States,Tennessee,2005,19061.60209561238
United States,Tennessee,2006,18738.52044628597
United States,Tennessee,2007,18810.183240768398
United States,Tennessee,2008,18488.52580288818
United States,Tennessee,2009,17105.10193742327
United States,Tennessee,2010,18133.16300965259
United States,Tennessee,2011,17941.21246756059
United States,Tennessee,2012,17923.21829031466
United States,Tennessee,2013,17994.94075488557
United States,Tennessee,2014,18096.71525326299
United States,Tennessee,2015,18079.22283681686
United States,Tennessee,2016,18201.78780408444
United States,Tennessee,2017,17804.10098687165
United States,Tennessee,2018,18402.72695288603
United States,Tennessee,2019,18431.211466932567
United States,Tennessee,2020,18391.41434292681
United States,Tennessee,2021,19184.44509771359
United States,Tennessee,2022,19434.86222441023
United States,Tennessee,2023,19553.01029700135
United States,Texas,1990,198815.3628745256
United States,Texas,1991,195077.4729242156
United States,Texas,1992,196015.5576445434
United States,Texas,1993,199968.2577189065
United States,Texas,1994,203575.6950529316
United States,Texas,1995,191483.6078040366
United States,Texas,1996,195163.4504898871
United States,Texas,1997,201640.8502519819
United States,Texas,1998,203359.4460100153
United States,Texas,1999,199152.1317485488
United States,Texas,2000,201870.6552588179
United States,Texas,2001,200599.749701294
United States,Texas,2002,200886.94524996082
United States,Texas,2003,202627.6755083513
United States,Texas,2004,203235.7626072845
United States,Texas,2005,198802.7629175355
United States,Texas,2006,205235.0999368369
United States,Texas,2007,205980.8136728711
United States,Texas,2008,208319.2150376445
United States,Texas,2009,199165.6684733484
United States,Texas,2010,204590.19009687888
United States,Texas,2011,200684.7510142341
United States,Texas,2012,203064.9031175036
United States,Texas,2013,224202.3019976673
United States,Texas,2014,234441.5843271127
United States,Texas,2015,243270.7322252692
United States,Texas,2016,237570.96046801048
United States,Texas,2017,239893.97474835452
United States,Texas,2018,247453.4024423749
United States,Texas,2019,279678.8685404084
United States,Texas,2020,264201.587098303
United States,Texas,2021,256237.9778313229
United States,Texas,2022,293292.772519916
United States,Texas,2023,318379.7359770105
United States,Utah,1990,14284.089288907
United States,Utah,1991,12913.344773166129
United States,Utah,1992,12803.124248231019
United States,Utah,1993,12953.84330320715
United States,Utah,1994,12944.701283535851
United States,Utah,1995,12064.95605432431
United States,Utah,1996,15777.651028273269
United States,Utah,1997,17216.14880926295
United States,Utah,1998,17928.00025746939
United States,Utah,1999,16716.155012013158
United States,Utah,2000,15905.03863949663
United States,Utah,2001,15520.355970256423
United States,Utah,2002,15148.78538671443
United States,Utah,2003,14602.410973779723
United States,Utah,2004,14796.653679599716
United States,Utah,2005,13923.703705162952
United States,Utah,2006,13737.613995067637
United States,Utah,2007,13447.82138042639
United States,Utah,2008,13257.068651092792
United States,Utah,2009,11765.22817409744
United States,Utah,2010,11590.811508918294
United States,Utah,2011,11976.13970414644
United States,Utah,2012,11477.1211139626
United States,Utah,2013,11494.09759778115
United States,Utah,2014,12115.73744580905
United States,Utah,2015,10618.82869624142
United States,Utah,2016,10506.114239450191
United States,Utah,2017,10628.08554531339
United States,Utah,2018,11219.55248270994
United States,Utah,2019,12142.51449783313
United States,Utah,2020,10793.59106993542
United States,Utah,2021,12145.02353591543
United States,Utah,2022,13661.4514580705
United States,Utah,2023,14489.46615311568
United States,Vermont,1990,1015.5801589448789
United States,Vermont,1991,960.4894006260955
United States,Vermont,1992,953.616548938299
United States,Vermont,1993,994.3480888642886
United States,Vermont,1994,1014.4744314773424
United States,Vermont,1995,854.5152665271862
United States,Vermont,1996,878.0539570119134
United States,Vermont,1997,954.9141109589358
United States,Vermont,1998,979.0586831746107
United States,Vermont,1999,952.3633753052305
United States,Vermont,2000,952.6591331861275
United States,Vermont,2001,937.2616058254366
United States,Vermont,2002,1034.666916797589
United States,Vermont,2003,1002.1402742629286
United States,Vermont,2004,1019.1969841143746
United States,Vermont,2005,985.1901184335404
United States,Vermont,2006,979.2689151296754
United States,Vermont,2007,977.3844003371224
United States,Vermont,2008,949.0176148925326
United States,Vermont,2009,901.3021916267301
United States,Vermont,2010,918.1913216370834
United States,Vermont,2011,965.0137429793049
United States,Vermont,2012,957.398503479879
United States,Vermont,2013,958.782619827901
United States,Vermont,2014,961.857537470606
United States,Vermont,2015,958.4268954864569
United States,Vermont,2016,963.9485916400549
United States,Vermont,2017,932.4769682357676
United States,Vermont,2018,950.378141046496
United States,Vermont,2019,964.2884768989779
United States,Vermont,2020,955.2784924124592
United States,Vermont,2021,1015.5505614425061
United States,Vermont,2022,1023.824978649789
United States,Vermont,2023,1027.8549278815126
United States,Virginia,1990,28290.54436654795
United States,Virginia,1991,25809.56851794134
United States,Virginia,1992,24745.352549367908
United States,Virginia,1993,25170.80839882818
United States,Virginia,1994,25228.829934872003
United States,Virginia,1995,24705.37054004989
United States,Virginia,1996,24464.12446998956
United States,Virginia,1997,25457.58621133193
United States,Virginia,1998,26490.451007214
United States,Virginia,1999,25396.630259803802
United States,Virginia,2000,26384.509804799498
United States,Virginia,2001,25523.626133930207
United States,Virginia,2002,25597.96360304603
United States,Virginia,2003,24982.19872974199
United States,Virginia,2004,25655.7887661354
United States,Virginia,2005,24480.8389976137
United States,Virginia,2006,24013.5116314234
United States,Virginia,2007,23638.7313570324
United States,Virginia,2008,23115.757123853
United States,Virginia,2009,21096.1409914567
United States,Virginia,2010,23031.012304798598
United States,Virginia,2011,22689.6152134155
United States,Virginia,2012,21822.9763265108
United States,Virginia,2013,21711.9029848547
United States,Virginia,2014,21911.8566924733
United States,Virginia,2015,21530.9235645628
United States,Virginia,2016,21004.379820832502
United States,Virginia,2017,20825.383212660752
United States,Virginia,2018,21083.63760522123
United States,Virginia,2019,21126.336308841812
United States,Virginia,2020,20796.88192283331
United States,Virginia,2021,22738.8874738989
United States,Virginia,2022,23107.225099471543
United States,Virginia,2023,23195.05856799399
United States,Washington,1990,32044.28774928457
United States,Washington,1991,31163.20656606119
United States,Washington,1992,30760.966806253688
United States,Washington,1993,30629.49202005772
United States,Washington,1994,30288.696319719988
United States,Washington,1995,32094.74231645678
United States,Washington,1996,32968.17035466635
United States,Washington,1997,33962.810533561
United States,Washington,1998,34081.0594066411
United States,Washington,1999,33828.80167124785
United States,Washington,2000,33548.5191434035
United States,Washington,2001,29737.078621812463
United States,Washington,2002,28988.6822845184
United States,Washington,2003,27850.13433358197
United States,Washington,2004,28383.692235078757
United States,Washington,2005,27091.38478471442
United States,Washington,2006,26611.170770579498
United States,Washington,2007,27070.05264705083
United States,Washington,2008,25367.04236090375
United States,Washington,2009,22753.6495936619
United States,Washington,2010,23689.80762262606
United States,Washington,2011,23094.21586087649
United States,Washington,2012,23365.892645183572
United States,Washington,2013,22886.59783052851
United States,Washington,2014,22718.86215480104
United States,Washington,2015,22295.78678288406
United States,Washington,2016,21996.00330865906
United States,Washington,2017,21203.6364766739
United States,Washington,2018,21906.934676592362
United States,Washington,2019,21896.55104421956
United States,Washington,2020,21607.00788563231
United States,Washington,2021,22712.788409556983
United States,Washington,2022,23035.076312922698
United States,Washington,2023,23032.86291344808
United States,West Virginia,1990,34229.49041043776
United States,West Virginia,1991,29726.452929521656
United States,West Virginia,1992,28896.712002446784
United States,West Virginia,1993,27866.35161867194
United States,West Virginia,1994,27280.028692708693
United States,West Virginia,1995,29016.17158845848
United States,West Virginia,1996,27505.025817904112
United States,West Virginia,1997,28807.65446781401
United States,West Virginia,1998,28663.717868127977
United States,West Virginia,1999,34839.5368198145
United States,West Virginia,2000,32795.76992181335
United States,West Virginia,2001,31806.950722434078
United States,West Virginia,2002,29507.597753691527
United States,West Virginia,2003,33063.28384412903
United States,West Virginia,2004,35893.116999157406
United States,West Virginia,2005,33881.81089755859
United States,West Virginia,2006,33578.8379613988
United States,West Virginia,2007,36523.539644199875
United States,West Virginia,2008,35818.46526792732
United States,West Virginia,2009,30010.570068203593
United States,West Virginia,2010,29459.03593451291
United States,West Virginia,2011,30799.611279037777
United States,West Virginia,2012,32076.910718839474
United States,West Virginia,2013,29951.010229984633
United States,West Virginia,2014,29122.177613478907
United States,West Virginia,2015,26814.809081633517
United States,West Virginia,2016,21862.62469850666
United States,West Virginia,2017,22659.757703073734
United States,West Virginia,2018,22039.42510902029
United States,West Virginia,2019,22467.35585549176
United States,West Virginia,2020,19470.511034335497
United States,West Virginia,2021,28247.266156335558
United States,West Virginia,2022,29024.23986991445
United States,West Virginia,2023,29194.711688118372
United States,Wisconsin,1990,19972.6279993957
United States,Wisconsin,1991,19383.73699678776
United States,Wisconsin,1992,18410.42532603398
United States,Wisconsin,1993,19669.51985793894
United States,Wisconsin,1994,19991.0969260007
United States,Wisconsin,1995,19489.81713825086
United States,Wisconsin,1996,19866.53161971688
United States,Wisconsin,1997,21174.80900308556
United States,Wisconsin,1998,21914.31297261186
United States,Wisconsin,1999,21357.4277402992
United States,Wisconsin,2000,22096.0340477739
United States,Wisconsin,2001,21457.48939637298
United States,Wisconsin,2002,23064.752464534547
United States,Wisconsin,2003,22672.85364530079
United States,Wisconsin,2004,23222.19558020874
United States,Wisconsin,2005,22389.02405706111
United States,Wisconsin,2006,22228.92572156291
United States,Wisconsin,2007,22023.49824228669
United States,Wisconsin,2008,21392.68661145777
United States,Wisconsin,2009,19953.86676121155
United States,Wisconsin,2010,20550.67672216495
United States,Wisconsin,2011,20288.81668906263
United States,Wisconsin,2012,19910.61718249667
United States,Wisconsin,2013,20070.81536356758
United States,Wisconsin,2014,20267.998500088543
United States,Wisconsin,2015,20022.38921687689
United States,Wisconsin,2016,20076.845417186232
United States,Wisconsin,2017,19662.98111465945
United States,Wisconsin,2018,20177.76328009989
United States,Wisconsin,2019,20183.688669461102
United States,Wisconsin,2020,20604.88913278721
United States,Wisconsin,2021,22072.85683884395
United States,Wisconsin,2022,22263.31356955812
United States,Wisconsin,2023,22451.78112413513
United States,Wyoming,1990,32624.450743711786
United States,Wyoming,1991,30597.36225846593
United States,Wyoming,1992,30541.58270502
United States,Wyoming,1993,29035.622394290163
United States,Wyoming,1994,30683.771612550532
United States,Wyoming,1995,30282.421614903215
United States,Wyoming,1996,30340.59119748989
United States,Wyoming,1997,31628.411213223215
United States,Wyoming,1998,32066.383244244123
United States,Wyoming,1999,30774.123655277595
United States,Wyoming,2000,29983.391878414768
United States,Wyoming,2001,30525.79510928071
United States,Wyoming,2002,31967.270345292436
United States,Wyoming,2003,30931.419017722044
United States,Wyoming,2004,31837.954315040624
United States,Wyoming,2005,31006.75457687734
United States,Wyoming,2006,34538.871559604435
United States,Wyoming,2007,33560.817090349236
United States,Wyoming,2008,33475.87826668374
United States,Wyoming,2009,29563.292469562057
United States,Wyoming,2010,27813.04250127147
United States,Wyoming,2011,31240.29538627873
United States,Wyoming,2012,29912.641612200834
United States,Wyoming,2013,29686.178652584487
United States,Wyoming,2014,28411.65963537731
United States,Wyoming,2015,26603.404754916137
United States,Wyoming,2016,23232.152135568453
United States,Wyoming,2017,24884.9347877025
United States,Wyoming,2018,23529.564677346414
United States,Wyoming,2019,23935.16339235379
United States,Wyoming,2020,19921.270647413225
United States,Wyoming,2021,19118.464881859458
United States,Wyoming,2022,19578.49697076577
United States,Wyoming,2023,20659.1777935396
