Country,State,Year,Emission_Type,Emission
United States,Florida,2021,Fossil_CO2,20461.786314888
United States,Georgia,2021,Fossil_CO2,31509.781772228
United States,Hawaii,2021,Fossil_CO2,1927.8171953467
United States,Idaho,2021,Fossil_CO2,2728.007058525
United States,Illinois,2021,Fossil_CO2,37704.48529227
United States,Indiana,2021,Fossil_CO2,46094.673762501
United States,Iowa,2021,Fossil_CO2,25327.126443409
United States,Kansas,2021,Fossil_CO2,12604.004320911
United States,Kentucky,2021,Fossil_CO2,11792.978648844
United States,Louisiana,2021,Fossil_CO2,67734.78447689
United States,Alaska,2021,Fossil_CO2,9734.2860644867
United States,Maine,2021,Fossil_CO2,2880.807827008
United States,Maryland,2021,Fossil_CO2,6433.8373742484
United States,Massachusetts,2021,Fossil_CO2,4485.5637986978
United States,Michigan,2021,Fossil_CO2,19812.569810302
United States,Minnesota,2021,Fossil_CO2,11236.776467889
United States,Mississippi,2021,Fossil_CO2,55379.592699487
United States,Missouri,2021,Fossil_CO2,11459.167304811
United States,Montana,2021,Fossil_CO2,3717.61849328
United States,Nebraska,2021,Fossil_CO2,4360.3395041551
United States,Nevada,2021,Fossil_CO2,3509.9208120317
United States,Arizona,2021,Fossil_CO2,7607.711247386
United States,New Hampshire,2021,Fossil_CO2,1064.5250216932
United States,New Jersey,2021,Fossil_CO2,12739.773410724
United States,New Mexico,2021,Fossil_CO2,5134.3448557261
United States,New York,2021,Fossil_CO2,13970.827830201
United States,North Carolina,2021,Fossil_CO2,12506.672172249
United States,North Dakota,2021,Fossil_CO2,31962.995353313
United States,Ohio,2021,Fossil_CO2,31443.631190731
United States,Oklahoma,2021,Fossil_CO2,27668.100961814
United States,Oregon,2021,Fossil_CO2,7338.0164413043
United States,Pennsylvania,2021,Fossil_CO2,24865.994629767
United States,Arkansas,2021,Fossil_CO2,18384.169142232
United States,Rhode Island,2021,Fossil_CO2,1096.9086307866
United States,South Carolina,2021,Fossil_CO2,10817.77163029
United States,South Dakota,2021,Fossil_CO2,1424.258421152
United States,Tennessee,2021,Fossil_CO2,13172.835802221
United States,Texas,2021,Fossil_CO2,90166.543042766
United States,Utah,2021,Fossil_CO2,5716.2055889033
United States,Vermont,2021,Fossil_CO2,592.36760913179
United States,Virginia,2021,Fossil_CO2,13995.85352966
United States,Washington,2021,Fossil_CO2,16571.996906116
United States,West Virginia,2021,Fossil_CO2,8261.1004126594
United States,California,2021,Fossil_CO2,82347.743942329
United States,Wisconsin,2021,Fossil_CO2,14398.855577077
United States,Wyoming,2021,Fossil_CO2,6818.0739033267
United States,Colorado,2021,Fossil_CO2,10913.133569036
United States,Connecticut,2021,Fossil_CO2,2269.2247239757
United States,Delaware,2021,Fossil_CO2,5148.1633052378
United States,District of Columbia,2021,Fossil_CO2,190.91887701264
United States,Alabama,2022,Fossil_CO2,27215.717553048
United States,Florida,2022,Fossil_CO2,20399.668525435
United States,Georgia,2022,Fossil_CO2,32760.663637501
United States,Hawaii,2022,Fossil_CO2,1951.8093597317
United States,Idaho,2022,Fossil_CO2,2763.7135957591
United States,Illinois,2022,Fossil_CO2,38039.209865707
United States,Indiana,2022,Fossil_CO2,45094.848424159
United States,Iowa,2022,Fossil_CO2,26941.176954961
United States,Kansas,2022,Fossil_CO2,12701.971635005
United States,Kentucky,2022,Fossil_CO2,11742.882664571
United States,Louisiana,2022,Fossil_CO2,71498.774156043
United States,Alaska,2022,Fossil_CO2,10406.736351871
United States,Maine,2022,Fossil_CO2,2923.2716427907
United States,Maryland,2022,Fossil_CO2,6638.5600885596
United States,Massachusetts,2022,Fossil_CO2,4458.7425259697
United States,Michigan,2022,Fossil_CO2,20041.000570832
United States,Minnesota,2022,Fossil_CO2,11304.682042107
United States,Mississippi,2022,Fossil_CO2,57050.682745686
United States,Missouri,2022,Fossil_CO2,11497.55634864
United States,Montana,2022,Fossil_CO2,3803.3355135606
United States,Nebraska,2022,Fossil_CO2,4333.7805733299
United States,Nevada,2022,Fossil_CO2,3498.7724210812
United States,Arizona,2022,Fossil_CO2,7552.8357152913
United States,New Hampshire,2022,Fossil_CO2,1059.5095324657
United States,New Jersey,2022,Fossil_CO2,12762.128241524
United States,New Mexico,2022,Fossil_CO2,4954.2920367287
United States,New York,2022,Fossil_CO2,13957.873716241
United States,North Carolina,2022,Fossil_CO2,12434.849986983
United States,North Dakota,2022,Fossil_CO2,31688.221120336
United States,Ohio,2022,Fossil_CO2,30783.933815662
United States,Oklahoma,2022,Fossil_CO2,29244.223742
United States,Oregon,2022,Fossil_CO2,7338.2166554484
United States,Pennsylvania,2022,Fossil_CO2,25414.643514348
United States,Arkansas,2022,Fossil_CO2,18545.497093563
United States,Rhode Island,2022,Fossil_CO2,1088.1609710433
United States,South Carolina,2022,Fossil_CO2,10674.226717252
United States,South Dakota,2022,Fossil_CO2,1415.8851252845
United States,Tennessee,2022,Fossil_CO2,13285.718212602
United States,Texas,2022,Fossil_CO2,92663.886858787
United States,Utah,2022,Fossil_CO2,5776.6455244102
United States,Vermont,2022,Fossil_CO2,591.29224899863
United States,Virginia,2022,Fossil_CO2,14133.95797658
United States,Washington,2022,Fossil_CO2,16744.63359953
United States,West Virginia,2022,Fossil_CO2,8536.2703996904
United States,California,2022,Fossil_CO2,82824.977475867
United States,Wisconsin,2022,Fossil_CO2,14417.069786462
United States,Wyoming,2022,Fossil_CO2,6902.3141782546
United States,Colorado,2022,Fossil_CO2,11041.3858185
United States,Connecticut,2022,Fossil_CO2,2254.2621069439
United States,Delaware,2022,Fossil_CO2,5243.6248397758
United States,District of Columbia,2022,Fossil_CO2,189.88807957734
United States,Alabama,2023,Fossil_CO2,27096.384322295
United States,Florida,2023,Fossil_CO2,20392.894363584
United States,Georgia,2023,Fossil_CO2,32951.340568654
United States,Hawaii,2023,Fossil_CO2,1924.3075541314
United States,Idaho,2023,Fossil_CO2,2776.3275852314
United States,Illinois,2023,Fossil_CO2,37730.03398452
United States,Indiana,2023,Fossil_CO2,43726.521832278
United States,Iowa,2023,Fossil_CO2,26997.827217813
United States,Kansas,2023,Fossil_CO2,12485.242319185
United States,Kentucky,2023,Fossil_CO2,11674.034814257
United States,Louisiana,2023,Fossil_CO2,71598.325495843
United States,Alaska,2023,Fossil_CO2,10335.749649562
United States,Maine,2023,Fossil_CO2,2898.6818095593
United States,Maryland,2023,Fossil_CO2,6714.322762843
United States,Massachusetts,2023,Fossil_CO2,4361.9010428791
United States,Michigan,2023,Fossil_CO2,19807.742853524
United States,Minnesota,2023,Fossil_CO2,11280.83433391
United States,Mississippi,2023,Fossil_CO2,56088.774336126
United States,Missouri,2023,Fossil_CO2,11338.649043622
United States,Montana,2023,Fossil_CO2,3761.5728484072
United States,Nebraska,2023,Fossil_CO2,4284.6735925154
United States,Nevada,2023,Fossil_CO2,3519.3503102202
United States,Arizona,2023,Fossil_CO2,7643.4336281993
United States,New Hampshire,2023,Fossil_CO2,1053.3357793622
United States,New Jersey,2023,Fossil_CO2,12697.203021808
United States,New Mexico,2023,Fossil_CO2,5280.2983169945
United States,New York,2023,Fossil_CO2,13648.174098567
United States,North Carolina,2023,Fossil_CO2,12494.700703118
United States,North Dakota,2023,Fossil_CO2,31765.28418421
United States,Ohio,2023,Fossil_CO2,30331.147896133
United States,Oklahoma,2023,Fossil_CO2,29285.965408941
United States,Oregon,2023,Fossil_CO2,7249.3589374405
United States,Pennsylvania,2023,Fossil_CO2,25348.561056299
United States,Arkansas,2023,Fossil_CO2,18237.273941538
United States,Rhode Island,2023,Fossil_CO2,1060.0417366917
United States,South Carolina,2023,Fossil_CO2,10601.33179413
United States,South Dakota,2023,Fossil_CO2,1430.4229677954
United States,Tennessee,2023,Fossil_CO2,13285.472220318
United States,Texas,2023,Fossil_CO2,95408.996416835
United States,Utah,2023,Fossil_CO2,5824.1535349631
United States,Vermont,2023,Fossil_CO2,587.09869959762
United States,Virginia,2023,Fossil_CO2,14090.672183378
United States,Washington,2023,Fossil_CO2,16654.064637059
United States,West Virginia,2023,Fossil_CO2,8603.6919880593
United States,California,2023,Fossil_CO2,81548.2584627
United States,Wisconsin,2023,Fossil_CO2,14392.734493027
United States,Wyoming,2023,Fossil_CO2,6996.9064665194
United States,Colorado,2023,Fossil_CO2,11012.027811953
United States,Connecticut,2023,Fossil_CO2,2214.630008825
United States,Delaware,2023,Fossil_CO2,5261.5502240878
United States,District of Columbia,2023,Fossil_CO2,182.88041884268
United States,Alabama,1990,CH4_AR5,13086.892166507
United States,Florida,1990,CH4_AR5,1165.3161247804
United States,Georgia,1990,CH4_AR5,1028.7868814593
United States,Hawaii,1990,CH4_AR5,47.620448481821
United States,Idaho,1990,CH4_AR5,562.05983397442
United States,Illinois,1990,CH4_AR5,6837.9313786241
United States,Indiana,1990,CH4_AR5,1324.8372853123
United States,Iowa,1990,CH4_AR5,1414.1581093842
United States,Kansas,1990,CH4_AR5,2413.7585410202
United States,Kentucky,1990,CH4_AR5,4930.8555309383
United States,Louisiana,1990,CH4_AR5,5934.8361143781
United States,Alaska,1990,CH4_AR5,2378.8407988963
United States,Maine,1990,CH4_AR5,262.73683385419
United States,Maryland,1990,CH4_AR5,382.22178358507
United States,Massachusetts,1990,CH4_AR5,283.77708902946
United States,Michigan,1990,CH4_AR5,2104.8561823944
United States,Minnesota,1990,CH4_AR5,1383.7177837906
United States,Mississippi,1990,CH4_AR5,2121.1004098904
United States,Missouri,1990,CH4_AR5,1208.9332917933
United States,Montana,1990,CH4_AR5,16139.945003748
United States,Nebraska,1990,CH4_AR5,1231.7417000748
United States,Nevada,1990,CH4_AR5,426.67165908172
United States,Arizona,1990,CH4_AR5,1090.5895195699
United States,New Hampshire,1990,CH4_AR5,131.3485728659
United States,New Jersey,1990,CH4_AR5,364.84992380774
United States,New Mexico,1990,CH4_AR5,11519.606045458
United States,New York,1990,CH4_AR5,1234.5054514201
United States,North Carolina,1990,CH4_AR5,729.58630333489
United States,North Dakota,1990,CH4_AR5,77049.192268236
United States,Ohio,1990,CH4_AR5,4951.9486972339
United States,Oklahoma,1990,CH4_AR5,5218.0107076928
United States,Oregon,1990,CH4_AR5,860.45036902195
United States,Pennsylvania,1990,CH4_AR5,35473.240761142
United States,Arkansas,1990,CH4_AR5,1842.6805091948
United States,Rhode Island,1990,CH4_AR5,57.741034925307
United States,South Carolina,1990,CH4_AR5,660.81016147205
United States,South Dakota,1990,CH4_AR5,557.88847082088
United States,Tennessee,1990,CH4_AR5,808.89963604627
United States,Texas,1990,CH4_AR5,78503.701736349
United States,Utah,1990,CH4_AR5,6550.1823296589
United States,Vermont,1990,CH4_AR5,86.4102323051
United States,Virginia,1990,CH4_AR5,9076.1184985102
United States,Washington,1990,CH4_AR5,764.52133384588
United States,West Virginia,1990,CH4_AR5,25988.783863335
United States,California,1990,CH4_AR5,3274.9259297072
United States,Wisconsin,1990,CH4_AR5,1030.9807670998
United States,Wyoming,1990,CH4_AR5,28881.450453985
United States,Colorado,1990,CH4_AR5,11911.632437676
United States,Connecticut,1990,CH4_AR5,204.26381892388
United States,Delaware,1990,CH4_AR5,84.570784364371
United States,District of Columbia,1990,CH4_AR5,3.6647067522235
United States,Alabama,1991,CH4_AR5,11186.306721009
United States,Florida,1991,CH4_AR5,1181.2016645065
United States,Georgia,1991,CH4_AR5,1045.3342403319
United States,Hawaii,1991,CH4_AR5,48.091574965172
United States,Idaho,1991,CH4_AR5,573.18870755036
United States,Illinois,1991,CH4_AR5,6041.0290606144
United States,Indiana,1991,CH4_AR5,1302.7942710513
United States,Iowa,1991,CH4_AR5,1438.3260666582
United States,Kansas,1991,CH4_AR5,2452.1854733465
United States,Kentucky,1991,CH4_AR5,4275.492376855
United States,Louisiana,1991,CH4_AR5,6006.9402207885
United States,Alaska,1991,CH4_AR5,2403.1591640311
United States,Maine,1991,CH4_AR5,267.37593893701
United States,Maryland,1991,CH4_AR5,376.55478320345
United States,Massachusetts,1991,CH4_AR5,287.51816425538
United States,Michigan,1991,CH4_AR5,2117.72420945
United States,Minnesota,1991,CH4_AR5,1405.5987620101
United States,Mississippi,1991,CH4_AR5,2150.4303302442
United States,Missouri,1991,CH4_AR5,1228.4026719774
United States,Montana,1991,CH4_AR5,14090.727298236
United States,Nebraska,1991,CH4_AR5,1252.4174490128
United States,Nevada,1991,CH4_AR5,433.75759419499
United States,Arizona,1991,CH4_AR5,1108.2909417744
United States,New Hampshire,1991,CH4_AR5,133.57137265975
United States,New Jersey,1991,CH4_AR5,367.94263061563
United States,New Mexico,1991,CH4_AR5,11185.423718699
United States,New York,1991,CH4_AR5,1252.5780444371
United States,North Carolina,1991,CH4_AR5,741.35736976781
United States,North Dakota,1991,CH4_AR5,77761.467863358
United States,Ohio,1991,CH4_AR5,4622.4458646366
United States,Oklahoma,1991,CH4_AR5,5292.6237728991
United States,Oregon,1991,CH4_AR5,876.28276385013
United States,Pennsylvania,1991,CH4_AR5,39564.038664895
United States,Arkansas,1991,CH4_AR5,1869.9459230971
United States,Rhode Island,1991,CH4_AR5,58.373800560993
United States,South Carolina,1991,CH4_AR5,671.2839653809
United States,South Dakota,1991,CH4_AR5,568.32364593249
United States,Tennessee,1991,CH4_AR5,820.70519204544
United States,Texas,1991,CH4_AR5,79298.986177389
United States,Utah,1991,CH4_AR5,5607.6357290996
United States,Vermont,1991,CH4_AR5,88.006585492852
United States,Virginia,1991,CH4_AR5,7650.7258857299
United States,Washington,1991,CH4_AR5,776.21336644657
United States,West Virginia,1991,CH4_AR5,22015.864648278
United States,California,1991,CH4_AR5,3311.1852599885
United States,Wisconsin,1991,CH4_AR5,1046.8721865547
United States,Wyoming,1991,CH4_AR5,27001.748997328
United States,Colorado,1991,CH4_AR5,10572.296945329
United States,Connecticut,1991,CH4_AR5,207.22691053509
United States,Delaware,1991,CH4_AR5,85.03102413441
United States,District of Columbia,1991,CH4_AR5,3.6595866514988
United States,Alabama,1992,CH4_AR5,11019.687011925
United States,Florida,1992,CH4_AR5,1181.2390397765
United States,Georgia,1992,CH4_AR5,1037.697355846
United States,Hawaii,1992,CH4_AR5,48.486834888274
United States,Idaho,1992,CH4_AR5,569.98547659882
United States,Illinois,1992,CH4_AR5,5977.2772612205
United States,Indiana,1992,CH4_AR5,1296.2833364742
United States,Iowa,1992,CH4_AR5,1431.6628540475
United States,Kansas,1992,CH4_AR5,2449.5315397558
United States,Kentucky,1992,CH4_AR5,4221.4225444951
United States,Louisiana,1992,CH4_AR5,5986.7641674986
United States,Alaska,1992,CH4_AR5,2387.5111971341
United States,Maine,1992,CH4_AR5,265.01080251052
United States,Maryland,1992,CH4_AR5,375.96722105217
United States,Massachusetts,1992,CH4_AR5,288.22612201558
United States,Michigan,1992,CH4_AR5,2110.7435481668
United States,Minnesota,1992,CH4_AR5,1403.5516988454
United States,Mississippi,1992,CH4_AR5,2139.2784307762
United States,Missouri,1992,CH4_AR5,1226.7479910039
United States,Montana,1992,CH4_AR5,13913.977295343
United States,Nebraska,1992,CH4_AR5,1250.2565043006
United States,Nevada,1992,CH4_AR5,433.20076882362
United States,Arizona,1992,CH4_AR5,1107.3376229776
United States,New Hampshire,1992,CH4_AR5,133.29557767319
United States,New Jersey,1992,CH4_AR5,371.25615162508
United States,New Mexico,1992,CH4_AR5,11099.271389187
United States,New York,1992,CH4_AR5,1253.4714309822
United States,North Carolina,1992,CH4_AR5,739.09045140687
United States,North Dakota,1992,CH4_AR5,77321.872792845
United States,Ohio,1992,CH4_AR5,4587.014553964
United States,Oklahoma,1992,CH4_AR5,5277.6228694378
United States,Oregon,1992,CH4_AR5,872.27602136885
United States,Pennsylvania,1992,CH4_AR5,38982.207812615
United States,Arkansas,1992,CH4_AR5,1863.9532725156
United States,Rhode Island,1992,CH4_AR5,58.702876598594
United States,South Carolina,1992,CH4_AR5,668.96579935807
United States,South Dakota,1992,CH4_AR5,566.18256185944
United States,Tennessee,1992,CH4_AR5,819.79894217057
United States,Texas,1992,CH4_AR5,78908.124858825
United States,Utah,1992,CH4_AR5,5528.6395466465
United States,Vermont,1992,CH4_AR5,87.630919664177
United States,Virginia,1992,CH4_AR5,7534.3204076172
United States,Washington,1992,CH4_AR5,775.01133504494
United States,West Virginia,1992,CH4_AR5,21685.035848075
United States,California,1992,CH4_AR5,3319.1831345934
United States,Wisconsin,1992,CH4_AR5,1044.3638017455
United States,Wyoming,1992,CH4_AR5,26883.438925739
United States,Colorado,1992,CH4_AR5,10446.229151684
United States,Connecticut,1992,CH4_AR5,207.47250837482
United States,Delaware,1992,CH4_AR5,86.355914345645
United States,District of Columbia,1992,CH4_AR5,3.7389422431132
United States,Alabama,1993,CH4_AR5,10579.939152179
United States,Florida,1993,CH4_AR5,1229.4712700701
United States,Georgia,1993,CH4_AR5,1087.3420702111
United States,Hawaii,1993,CH4_AR5,50.671863705362
United States,Idaho,1993,CH4_AR5,598.94753369044
United States,Illinois,1993,CH4_AR5,5819.7360393987
United States,Indiana,1993,CH4_AR5,1323.7475474015
United States,Iowa,1993,CH4_AR5,1468.6431339565
United States,Kansas,1993,CH4_AR5,2508.0706857169
United States,Kentucky,1993,CH4_AR5,4078.2962584688
United States,Louisiana,1993,CH4_AR5,6081.7183964269
United States,Alaska,1993,CH4_AR5,2417.427179974
United States,Maine,1993,CH4_AR5,281.28150762114
United States,Maryland,1993,CH4_AR5,385.52712746563
United States,Massachusetts,1993,CH4_AR5,299.56580830334
United States,Michigan,1993,CH4_AR5,2162.651362881
United States,Minnesota,1993,CH4_AR5,1450.9753347692
United States,Mississippi,1993,CH4_AR5,2188.2598861737
United States,Missouri,1993,CH4_AR5,1270.5147404194
United States,Montana,1993,CH4_AR5,13374.007321766
United States,Nebraska,1993,CH4_AR5,1286.1066212745
United States,Nevada,1993,CH4_AR5,448.73459127882
United States,Arizona,1993,CH4_AR5,1143.0368512501
United States,New Hampshire,1993,CH4_AR5,139.38616764965
United States,New Jersey,1993,CH4_AR5,383.73676226865
United States,New Mexico,1993,CH4_AR5,11116.406990216
United States,New York,1993,CH4_AR5,1291.9271320532
United States,North Carolina,1993,CH4_AR5,779.9267169438
United States,North Dakota,1993,CH4_AR5,78159.35417789
United States,Ohio,1993,CH4_AR5,4553.6902427692
United States,Oklahoma,1993,CH4_AR5,5368.423796037
United States,Oregon,1993,CH4_AR5,915.56593957726
United States,Pennsylvania,1993,CH4_AR5,37288.217004405
United States,Arkansas,1993,CH4_AR5,1910.9363176306
United States,Rhode Island,1993,CH4_AR5,60.606737473423
United States,South Carolina,1993,CH4_AR5,699.59579977641
United States,South Dakota,1993,CH4_AR5,590.47146346324
United States,Tennessee,1993,CH4_AR5,852.22605935034
United States,Texas,1993,CH4_AR5,79857.628309857
United States,Utah,1993,CH4_AR5,5310.1470898726
United States,Vermont,1993,CH4_AR5,92.547562911655
United States,Virginia,1993,CH4_AR5,7203.0303357087
United States,Washington,1993,CH4_AR5,811.19657529098
United States,West Virginia,1993,CH4_AR5,20699.183227369
United States,California,1993,CH4_AR5,3411.7600777705
United States,Wisconsin,1993,CH4_AR5,1088.6499774686
United States,Wyoming,1993,CH4_AR5,25352.669736151
United States,Colorado,1993,CH4_AR5,10150.833842584
United States,Connecticut,1993,CH4_AR5,215.3634050318
United States,Delaware,1993,CH4_AR5,89.108313317897
United States,District of Columbia,1993,CH4_AR5,3.8176970524997
United States,Alabama,1994,CH4_AR5,10278.112030551
United States,Florida,1994,CH4_AR5,1241.8933515433
United States,Georgia,1994,CH4_AR5,1096.1867078167
United States,Hawaii,1994,CH4_AR5,49.955070446006
United States,Idaho,1994,CH4_AR5,600.37351567681
United States,Illinois,1994,CH4_AR5,5713.9799120571
United States,Indiana,1994,CH4_AR5,1338.3827434404
United States,Iowa,1994,CH4_AR5,1497.3308991943
United States,Kansas,1994,CH4_AR5,2561.9606970324
United States,Kentucky,1994,CH4_AR5,3985.5903011235
United States,Louisiana,1994,CH4_AR5,6210.2566224944
United States,Alaska,1994,CH4_AR5,2466.6996380004
United States,Maine,1994,CH4_AR5,282.19509718558
United States,Maryland,1994,CH4_AR5,392.99881484372
United States,Massachusetts,1994,CH4_AR5,302.14278236262
United States,Michigan,1994,CH4_AR5,2197.4006684888
United States,Minnesota,1994,CH4_AR5,1473.2171710374
United States,Mississippi,1994,CH4_AR5,2233.719832713
United States,Missouri,1994,CH4_AR5,1286.6621065984
United States,Montana,1994,CH4_AR5,13181.168969252
United States,Nebraska,1994,CH4_AR5,1310.0854369485
United States,Nevada,1994,CH4_AR5,455.60773770741
United States,Arizona,1994,CH4_AR5,1161.3540951228
United States,New Hampshire,1994,CH4_AR5,140.39906273138
United States,New Jersey,1994,CH4_AR5,385.73144377133
United States,New Mexico,1994,CH4_AR5,11235.574267286
United States,New York,1994,CH4_AR5,1312.8001288398
United States,North Carolina,1994,CH4_AR5,782.3675354826
United States,North Dakota,1994,CH4_AR5,79825.954198807
United States,Ohio,1994,CH4_AR5,4552.7790995288
United States,Oklahoma,1994,CH4_AR5,5496.9174260519
United States,Oregon,1994,CH4_AR5,918.60333500656
United States,Pennsylvania,1994,CH4_AR5,36200.272438778
United States,Arkansas,1994,CH4_AR5,1950.96124682
United States,Rhode Island,1994,CH4_AR5,61.207760594101
United States,South Carolina,1994,CH4_AR5,707.01889255276
United States,South Dakota,1994,CH4_AR5,595.85258186361
United States,Tennessee,1994,CH4_AR5,860.93997350661
United States,Texas,1994,CH4_AR5,81608.334302579
United States,Utah,1994,CH4_AR5,5160.5450814444
United States,Vermont,1994,CH4_AR5,92.682013245724
United States,Virginia,1994,CH4_AR5,6959.7870613182
United States,Washington,1994,CH4_AR5,812.50572283811
United States,West Virginia,1994,CH4_AR5,20070.680976762
United States,California,1994,CH4_AR5,3452.3746902435
United States,Wisconsin,1994,CH4_AR5,1102.2185774569
United States,Wyoming,1994,CH4_AR5,26908.181848059
United States,Colorado,1994,CH4_AR5,10131.560906328
United States,Connecticut,1994,CH4_AR5,217.75367686227
United States,Delaware,1994,CH4_AR5,87.792089009737
United States,District of Columbia,1994,CH4_AR5,3.8278201064077
United States,Alabama,1995,CH4_AR5,9945.4593868976
United States,Florida,1995,CH4_AR5,1233.4269011758
United States,Georgia,1995,CH4_AR5,1095.5448286164
United States,Hawaii,1995,CH4_AR5,49.379118755343
United States,Idaho,1995,CH4_AR5,593.29164809597
United States,Illinois,1995,CH4_AR5,5557.6129974272
United States,Indiana,1995,CH4_AR5,1342.5753545465
United States,Iowa,1995,CH4_AR5,1485.2015956577
United States,Kansas,1995,CH4_AR5,2540.4906163133
United States,Kentucky,1995,CH4_AR5,3866.5883179316
United States,Louisiana,1995,CH4_AR5,6176.335848099
United States,Alaska,1995,CH4_AR5,2448.657248019
United States,Maine,1995,CH4_AR5,283.60398135009
United States,Maryland,1995,CH4_AR5,391.21216655873
United States,Massachusetts,1995,CH4_AR5,298.77122923393
United States,Michigan,1995,CH4_AR5,2184.3291709185
United States,Minnesota,1995,CH4_AR5,1463.5769051937
United States,Mississippi,1995,CH4_AR5,2228.2542210283
United States,Missouri,1995,CH4_AR5,1273.5246520257
United States,Montana,1995,CH4_AR5,12801.915083167
United States,Nebraska,1995,CH4_AR5,1297.734187622
United States,Nevada,1995,CH4_AR5,450.99577934227
United States,Arizona,1995,CH4_AR5,1149.5452656622
United States,New Hampshire,1995,CH4_AR5,138.89321852322
United States,New Jersey,1995,CH4_AR5,381.66545262444
United States,New Mexico,1995,CH4_AR5,11087.026437419
United States,New York,1995,CH4_AR5,1300.6853267651
United States,North Carolina,1995,CH4_AR5,777.69533350631
United States,North Dakota,1995,CH4_AR5,79203.389097832
United States,Ohio,1995,CH4_AR5,4477.6851032968
United States,Oklahoma,1995,CH4_AR5,5456.8945033783
United States,Oregon,1995,CH4_AR5,910.0305775309
United States,Pennsylvania,1995,CH4_AR5,34960.675562659
United States,Arkansas,1995,CH4_AR5,1943.1051048745
United States,Rhode Island,1995,CH4_AR5,60.416874748793
United States,South Carolina,1995,CH4_AR5,706.55252951272
United States,South Dakota,1995,CH4_AR5,589.05670731277
United States,Tennessee,1995,CH4_AR5,853.93044408844
United States,Texas,1995,CH4_AR5,80978.083143324
United States,Utah,1995,CH4_AR5,4986.5508303095
United States,Vermont,1995,CH4_AR5,91.687288170907
United States,Virginia,1995,CH4_AR5,6711.340780219
United States,Washington,1995,CH4_AR5,808.84539551426
United States,West Virginia,1995,CH4_AR5,19368.705310496
United States,California,1995,CH4_AR5,3420.9401290823
United States,Wisconsin,1995,CH4_AR5,1099.2692274996
United States,Wyoming,1995,CH4_AR5,26670.333601408
United States,Colorado,1995,CH4_AR5,9861.4620904837
United States,Connecticut,1995,CH4_AR5,215.30726275757
United States,Delaware,1995,CH4_AR5,87.236227327511
United States,District of Columbia,1995,CH4_AR5,3.7530741141263
United States,Alabama,1996,CH4_AR5,9289.7624597805
United States,Florida,1996,CH4_AR5,1260.3826375941
United States,Georgia,1996,CH4_AR5,1115.666126414
United States,Hawaii,1996,CH4_AR5,51.661365787037
United States,Idaho,1996,CH4_AR5,613.72627799074
United States,Illinois,1996,CH4_AR5,5296.7214471783
United States,Indiana,1996,CH4_AR5,1355.0979352778
United States,Iowa,1996,CH4_AR5,1505.3588449614
United States,Kansas,1996,CH4_AR5,2569.8404043425
United States,Kentucky,1996,CH4_AR5,3643.377989881
United States,Louisiana,1996,CH4_AR5,6247.7684146718
United States,Alaska,1996,CH4_AR5,2501.8351987635
United States,Maine,1996,CH4_AR5,288.70544108322
United States,Maryland,1996,CH4_AR5,401.58480364402
United States,Massachusetts,1996,CH4_AR5,306.87893743079
United States,Michigan,1996,CH4_AR5,2219.1980059295
United States,Minnesota,1996,CH4_AR5,1485.732912994
United States,Mississippi,1996,CH4_AR5,2253.6308108167
United States,Missouri,1996,CH4_AR5,1302.5530547467
United States,Montana,1996,CH4_AR5,12149.428340451
United States,Nebraska,1996,CH4_AR5,1317.3442208935
United States,Nevada,1996,CH4_AR5,459.61114583183
United States,Arizona,1996,CH4_AR5,1170.6472857221
United States,New Hampshire,1996,CH4_AR5,142.72305246185
United States,New Jersey,1996,CH4_AR5,392.38534942577
United States,New Mexico,1996,CH4_AR5,11115.532044588
United States,New York,1996,CH4_AR5,1324.0585198862
United States,North Carolina,1996,CH4_AR5,799.74344550628
United States,North Dakota,1996,CH4_AR5,80843.558655086
United States,Ohio,1996,CH4_AR5,4396.2195674201
United States,Oklahoma,1996,CH4_AR5,5513.1756198966
United States,Oregon,1996,CH4_AR5,939.12639445986
United States,Pennsylvania,1996,CH4_AR5,32551.368996021
United States,Arkansas,1996,CH4_AR5,1963.7532434152
United States,Rhode Island,1996,CH4_AR5,62.132679091749
United States,South Carolina,1996,CH4_AR5,720.12292076636
United States,South Dakota,1996,CH4_AR5,604.6646465815
United States,Tennessee,1996,CH4_AR5,872.40298441856
United States,Texas,1996,CH4_AR5,82502.407304889
United States,Utah,1996,CH4_AR5,8329.2995134617
United States,Vermont,1996,CH4_AR5,94.772001150312
United States,Virginia,1996,CH4_AR5,6210.971733794
United States,Washington,1996,CH4_AR5,831.6956302742
United States,West Virginia,1996,CH4_AR5,17979.059629947
United States,California,1996,CH4_AR5,3500.6046056547
United States,Wisconsin,1996,CH4_AR5,1115.9804471287
United States,Wyoming,1996,CH4_AR5,26671.211078558
United States,Colorado,1996,CH4_AR5,11034.162115313
United States,Connecticut,1996,CH4_AR5,220.62893945753
United States,Delaware,1996,CH4_AR5,89.694801765314
United States,District of Columbia,1996,CH4_AR5,3.9068259237019
United States,Alabama,1997,CH4_AR5,9771.9007267811
United States,Florida,1997,CH4_AR5,1283.0771813526
United States,Georgia,1997,CH4_AR5,1134.0928587734
United States,Hawaii,1997,CH4_AR5,51.967254033451
United States,Idaho,1997,CH4_AR5,615.59878403924
United States,Illinois,1997,CH4_AR5,5532.8758283622
